accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,ticker,report_url
0001534701-18-000094,2018-07-27,2018-06-30,2018-07-27T15:24:35.000Z,34,10-Q,001-35349,18974716,,13081981,1,0,psx-2018630_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470118000094/psx-2018630_10q.htm
0001534701-18-000071,2018-04-27,2018-03-31,2018-04-27T16:30:24.000Z,34,10-Q,001-35349,18784407,,10996057,1,0,psx-2018331_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470118000071/psx-2018331_10q.htm
0001534701-18-000065,2018-02-23,2017-12-31,2018-02-23T12:22:21.000Z,34,10-K,001-35349,18635425,,26632798,1,0,psx-20171231_10k.htm,10-K,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470118000065/psx-20171231_10k.htm
0001534701-17-000105,2017-10-27,2017-09-30,2017-10-27T15:41:16.000Z,34,10-Q,001-35349,171159337,,13405412,1,0,psx-2017930_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470117000105/psx-2017930_10q.htm
0001534701-17-000083,2017-08-01,2017-06-30,2017-08-01T15:57:29.000Z,34,10-Q,001-35349,17996690,,12585816,1,0,psx-2017630_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470117000083/psx-2017630_10q.htm
0001534701-17-000074,2017-05-05,2017-03-31,2017-05-05T11:18:18.000Z,34,10-Q,001-35349,17816824,,10945900,1,0,psx-2017331_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470117000074/psx-2017331_10q.htm
0001534701-17-000051,2017-02-17,2016-12-31,2017-02-17T12:47:19.000Z,34,10-K,001-35349,17620570,,27567130,1,0,psx-20161231_10k.htm,10-K,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470117000051/psx-20161231_10k.htm
0001534701-16-000175,2016-10-28,2016-09-30,2016-10-28T15:04:17.000Z,34,10-Q,001-35349,161958248,,12148044,1,0,psx-2016930_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470116000175/psx-2016930_10q.htm
0001534701-16-000153,2016-07-29,2016-06-30,2016-07-29T15:59:55.000Z,34,10-Q,001-35349,161794135,,11986017,1,0,psx-2016630_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470116000153/psx-2016630_10q.htm
0001534701-16-000130,2016-04-29,2016-03-31,2016-04-29T15:36:06.000Z,34,10-Q,001-35349,161606119,,9809442,1,0,psx-2016331_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470116000130/psx-2016331_10q.htm
0001534701-16-000119,2016-02-19,2015-12-31,2016-02-19T15:39:55.000Z,34,10-K,001-35349,161441727,,28040425,1,0,psx-20151231_10k.htm,10-K,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470116000119/psx-20151231_10k.htm
0001534701-15-000075,2015-10-30,2015-09-30,2015-10-30T15:12:58.000Z,34,10-Q,001-35349,151186937,,13371059,1,0,psx-2015930_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470115000075/psx-2015930_10q.htm
0001534701-15-000066,2015-07-31,2015-06-30,2015-07-31T15:26:45.000Z,34,10-Q,001-35349,151019193,,13032576,1,0,psx-2015630_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470115000066/psx-2015630_10q.htm
0001534701-15-000049,2015-05-01,2015-03-31,2015-05-01T11:39:42.000Z,34,10-Q,001-35349,15822759,,15486379,1,0,psx-2015331_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470115000049/psx-2015331_10q.htm
0001534701-15-000038,2015-02-20,2014-12-31,2015-02-20T11:58:29.000Z,34,10-K,001-35349,15634490,,40662558,1,0,psx-20141231_10k.htm,10-K,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470115000038/psx-20141231_10k.htm
0001534701-14-000116,2014-10-30,2014-09-30,2014-10-30T11:55:45.000Z,34,10-Q,001-35349,141182286,,18827948,1,0,psx-2014930_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470114000116/psx-2014930_10q.htm
0001534701-14-000100,2014-07-31,2014-06-30,2014-07-31T12:17:53.000Z,34,10-Q,001-35349,141005401,,18316336,1,0,psx-2014630_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470114000100/psx-2014630_10q.htm
0001534701-14-000061,2014-05-01,2014-03-31,2014-05-01T16:27:13.000Z,34,10-Q,001-35349,14805392,,15445807,1,0,psx-2014331_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470114000061/psx-2014331_10q.htm
0001534701-14-000042,2014-02-21,2013-12-31,2014-02-21T13:27:26.000Z,34,10-K,001-35349,14632764,,38454199,1,0,psx-20131231x10k.htm,10-K,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470114000042/psx-20131231x10k.htm
0001534701-13-000022,2013-10-31,2013-09-30,2013-10-31T16:48:33.000Z,34,10-Q,001-35349,131183290,,17949424,1,0,psx-2013930x10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470113000022/psx-2013930x10q.htm
0001534701-13-000016,2013-08-01,2013-06-30,2013-08-01T15:37:55.000Z,34,10-Q,001-35349,131002540,,25396398,1,0,psx-6302013x10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470113000016/psx-6302013x10q.htm
0001534701-13-000009,2013-05-02,2013-03-31,2013-05-02T15:04:28.000Z,34,10-Q,001-35349,13807411,,13599456,1,0,psx-3312013x10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470113000009/psx-3312013x10q.htm
0001534701-13-000006,2013-02-22,2012-12-31,2013-02-22T13:23:14.000Z,34,10-K,001-35349,13633483,,33427468,1,0,psx_20121231-10k.htm,10-K,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470113000006/psx_20121231-10k.htm
0001510295-24-000015,2024-02-28,2023-12-31,2024-02-28T14:31:30.000Z,34,10-K,001-35054,24693868,,21957836,1,1,mpc-20231231.htm,10-K,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029524000015/mpc-20231231.htm
0001510295-23-000078,2023-10-31,2023-09-30,2023-10-31T13:01:35.000Z,34,10-Q,001-35054,231363558,,12102327,1,1,mpc-20230930.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029523000078/mpc-20230930.htm
0001510295-23-000069,2023-08-01,2023-06-30,2023-08-01T13:00:10.000Z,34,10-Q,001-35054,231130719,,11666718,1,1,mpc-20230630.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029523000069/mpc-20230630.htm
0001510295-23-000047,2023-05-02,2023-03-31,2023-05-02T13:01:45.000Z,34,10-Q,001-35054,23877667,,10786958,1,1,mpc-20230331.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029523000047/mpc-20230331.htm
0001510295-23-000012,2023-02-23,2022-12-31,2023-02-23T13:32:52.000Z,34,10-K,001-35054,23658562,,25554731,1,1,mpc-20221231.htm,10-K,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029523000012/mpc-20221231.htm
0001510295-22-000077,2022-11-01,2022-09-30,2022-11-01T13:01:48.000Z,34,10-Q,001-35054,221349388,,13859388,1,1,mpc-20220930.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029522000077/mpc-20220930.htm
0001510295-22-000063,2022-08-02,2022-06-30,2022-08-02T13:01:39.000Z,34,10-Q,001-35054,221127854,,12700747,1,1,mpc-20220630.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029522000063/mpc-20220630.htm
0001510295-22-000039,2022-05-03,2022-03-31,2022-05-03T14:59:31.000Z,34,10-Q,001-35054,22886195,,10906704,1,1,mpc-20220331.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029522000039/mpc-20220331.htm
0001510295-22-000011,2022-02-24,2021-12-31,2022-02-24T13:07:50.000Z,34,10-K,001-35054,22669184,,24002805,1,1,mpc-20211231.htm,10-K,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029522000011/mpc-20211231.htm
0001510295-21-000127,2021-11-02,2021-09-30,2021-11-02T13:11:26.000Z,34,10-Q,001-35054,211370131,,14346303,1,1,mpc-20210930.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029521000127/mpc-20210930.htm
0001510295-21-000114,2021-08-04,2021-06-30,2021-08-04T13:08:33.000Z,34,10-Q,001-35054,211143280,,13449472,1,1,mpc-20210630.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029521000114/mpc-20210630.htm
0001510295-21-000070,2021-05-06,2021-03-31,2021-05-06T13:06:20.000Z,34,10-Q,001-35054,21896882,,11428396,1,1,mpc-20210331.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029521000070/mpc-20210331.htm
0001510295-21-000027,2021-02-26,2020-12-31,2021-02-26T08:25:25.000Z,34,10-K,001-35054,21683908,,27100087,1,1,mpc-20201231.htm,10-K,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029521000027/mpc-20201231.htm
0001510295-20-000108,2020-11-06,2020-09-30,2020-11-06T08:02:28.000Z,34,10-Q,001-35054,201292457,,17426765,1,1,mpc-20200930x10q.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029520000108/mpc-20200930x10q.htm
0001510295-20-000083,2020-08-03,2020-06-30,2020-08-03T16:17:20.000Z,34,10-Q,001-35054,201069440,,14562823,1,1,mpc-20200630x10q.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029520000083/mpc-20200630x10q.htm
0001510295-20-000066,2020-05-07,2020-03-31,2020-05-07T09:10:37.000Z,34,10-Q,001-35054,20854824,,12056182,1,1,mpc-20200331x10q.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029520000066/mpc-20200331x10q.htm
0001510295-20-000006,2020-02-28,2019-12-31,2020-02-28T16:23:56.000Z,34,10-K,001-35054,20670586,,27530705,1,1,mpc-20191231x10k.htm,10-K,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029520000006/mpc-20191231x10k.htm
0001510295-19-000144,2019-11-04,2019-09-30,2019-11-04T16:07:26.000Z,34,10-Q,001-35054,191189823,,15859559,1,1,mpc-20190930x10q.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029519000144/mpc-20190930x10q.htm
0001510295-19-000108,2019-08-05,2019-06-30,2019-08-05T12:51:17.000Z,34,10-Q,001-35054,19998089,,14881266,1,1,mpc-20190630x10q.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029519000108/mpc-20190630x10q.htm
0001510295-19-000051,2019-05-09,2019-03-31,2019-05-09T12:14:29.000Z,34,10-Q,001-35054,19809597,,11685838,1,0,mpc-20190331x10q.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029519000051/mpc-20190331x10q.htm
0001510295-19-000014,2019-02-28,2018-12-31,2019-02-28T14:17:56.000Z,34,10-K,001-35054,19642291,,25875135,1,0,mpc-20181231x10k.htm,10-K,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029519000014/mpc-20181231x10k.htm
0001510295-18-000215,2018-11-05,2018-09-30,2018-11-05T10:33:55.000Z,34,10-Q,001-35054,181159125,,14754673,1,0,mpc-20180930x10q.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029518000215/mpc-20180930x10q.htm
0001510295-18-000135,2018-08-06,2018-06-30,2018-08-06T10:04:14.000Z,34,10-Q,001-35054,18993707,,15422046,1,0,mpc-20180630x10q.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029518000135/mpc-20180630x10q.htm
0001510295-18-000056,2018-04-30,2018-03-31,2018-04-30T14:29:40.000Z,34,10-Q,001-35054,18788753,,12888158,1,0,mpc-20180331x10q.htm,10-Q,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029518000056/mpc-20180331x10q.htm
0001510295-18-000024,2018-02-28,2017-12-31,2018-02-28T15:37:13.000Z,34,10-K,001-35054,18650773,,26793125,1,0,mpc-20171231x10k.htm,10-K,MPC,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1510295/000151029518000024/mpc-20171231x10k.htm
